epoch,binary_accuracy,loss,precision,recall,val_binary_accuracy,val_loss,val_precision,val_recall,learning_rate
1,0.9533119797706604,0.17596521973609924,0.1908881813287735,0.03410758823156357,0.9599614143371582,0.13725513219833374,0.6292428374290466,0.11332288384437561,0.0010000000474974513
2,0.9619269967079163,0.1303011029958725,0.6609310507774353,0.19392207264900208,0.9651280045509338,0.11725123226642609,0.7119905948638916,0.28479623794555664,0.0010000000474974513
3,0.9667905569076538,0.11150424927473068,0.7466238141059875,0.31806352734565735,0.9651087522506714,0.11104761809110641,0.6951175332069397,0.30125391483306885,0.0010000000474974513
4,0.9698138236999512,0.0963527262210846,0.7982946038246155,0.3773946762084961,0.965569257736206,0.11142462491989136,0.6995484828948975,0.31567397713661194,0.0010000000474974513
5,0.9727827906608582,0.0827796459197998,0.8298012614250183,0.44363343715667725,0.9653589129447937,0.11719709634780884,0.6778095960617065,0.3336990475654602,0.0005000000237487257
6,0.975054144859314,0.07465438544750214,0.8490895628929138,0.4945697784423828,0.9648385047912598,0.12157993018627167,0.6533687710762024,0.34655171632766724,0.0002500000118743628
